,Date,Close,High,Low,Open,Volume
45,2022-10-01,44.43000030517578,47.720001220703125,43.91999816894531,44.52000045776367,10264159
46,2022-11-01,46.43000030517578,46.779998779296875,44.16999816894531,44.689998626708984,14932592
47,2022-12-01,48.099998474121094,48.5099983215332,46.36000061035156,46.97999954223633,16593763
48,2023-01-01,49.88999938964844,51.47999954223633,48.119998931884766,48.119998931884766,12134382
49,2023-02-01,48.83000183105469,51.880001068115234,48.619998931884766,50.810001373291016,13921562
50,2023-03-01,52.709999084472656,54.18000030517578,48.209999084472656,49.650001525878906,25053721
51,2023-04-01,52.75,53.75,51.93000030517578,52.709999084472656,11179673
52,2023-05-01,52.779998779296875,55.0,52.31999969482422,52.75,15317933
53,2023-06-01,50.689998626708984,54.29999923706055,50.619998931884766,52.9900016784668,9909464
54,2023-07-01,52.11000061035156,52.790000915527344,50.779998779296875,51.25,14812380
55,2023-08-01,52.08000183105469,53.45000076293945,51.06999969482422,52.349998474121094,14745286
56,2023-09-01,50.65999984741211,53.45000076293945,50.540000915527344,52.33000183105469,14755898
57,2023-10-01,53.540000915527344,55.0,49.11000061035156,50.65999984741211,33786072
58,2023-11-01,54.779998779296875,55.400001525878906,52.369998931884766,53.2400016784668,15324020
59,2023-12-01,55.04999923706055,56.45000076293945,52.45000076293945,55.470001220703125,20290120
60,2024-01-01,54.869998931884766,56.650001525878906,52.95000076293945,55.470001220703125,18837249
61,2024-02-01,54.22999954223633,56.70000076293945,53.41999816894531,55.970001220703125,11083144
62,2024-03-01,58.58430099487305,59.279998779296875,54.209999084472656,55.849998474121094,15796270
63,2024-04-01,62.81999969482422,65.5999984741211,58.349998474121094,60.150001525878906,27508106
64,2024-05-01,63.119998931884766,65.94999694824219,60.70000076293945,62.81999969482422,21503185
65,2024-06-01,62.351200103759766,65.25,60.45000076293945,65.0,18606458
66,2024-07-01,60.529998779296875,65.33999633789062,59.77000045776367,64.4000015258789,29801858
67,2024-08-01,62.40330123901367,64.1500015258789,58.650001525878906,60.65999984741211,36738206
68,2024-09-01,65.56999969482422,67.5,61.52000045776367,64.4000015258789,38805877
69,2024-10-01,68.87000274658203,70.80000305175781,64.23999786376953,66.11000061035156,52347166
70,2024-11-01,66.32679748535156,69.9000015258789,62.849998474121094,68.87000274658203,38794532
71,2024-12-01,66.04000091552734,69.5,63.95000076293945,68.30000305175781,31688839
72,2025-01-01,71.1500015258789,72.0999984741211,65.0,68.0,41016039
73,2025-02-01,73.47000122070312,77.25,70.0,72.0,56304691
74,2025-03-01,76.6500015258789,77.8499984741211,72.95999908447266,74.19000244140625,56282156
75,2025-04-01,81.51000213623047,97.0,64.95999908447266,77.9800033569336,112908653
76,2025-05-01,82.05349731445312,96.0,78.75,81.51000213623047,57172416
77,2025-06-01,82.41000366210938,87.9800033569336,79.79000091552734,82.0199966430664,61841814
78,2025-07-01,84.69999694824219,86.98999786376953,81.19999694824219,83.98999786376953,51785087
79,2025-08-01,87.65190124511719,89.16000366210938,82.51000213623047,85.06999969482422,54409970
80,2025-09-01,93.41000366210938,96.80000305175781,87.93000030517578,87.93000030517578,52349159
